,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,year,month
13702,2,2.0,1340,7605,1.0,0,0,3,7,1340,0,1992,0,98022,47.1936,-121.981,2014,8
13705,2,1.0,990,5000,1.0,0,0,3,7,990,0,1941,0,98116,47.5666,-122.403,2014,10
13706,2,1.75,1180,5000,1.0,0,0,2,7,880,300,1925,0,98107,47.6749,-122.398,2015,5
13711,3,1.75,1430,8400,1.0,0,0,4,7,1430,0,1961,0,98008,47.6073,-122.127,2014,8
13712,4,2.5,2490,7694,2.0,0,0,3,8,2490,0,1987,0,98029,47.567,-122.016,2015,5
13715,5,3.5,2880,3750,2.0,0,2,3,8,2270,610,2001,0,98144,47.5905,-122.292,2015,4
13732,2,1.0,1130,8184,1.0,0,0,3,6,1130,0,1947,0,98155,47.7473,-122.32,2015,1
13738,3,1.75,2050,11313,1.0,0,0,3,7,1520,530,1987,0,98023,47.2837,-122.358,2014,12
13754,3,1.0,940,6695,1.0,0,0,4,6,940,0,1959,0,98008,47.6195,-122.12,2014,7
13756,3,1.0,840,9480,1.0,0,0,3,6,840,0,1960,0,98023,47.3277,-122.341,2014,7
13758,3,3.25,2940,5432,3.0,0,3,4,10,2440,500,1978,0,98109,47.6299,-122.354,2014,6
13765,2,1.0,710,5120,1.0,0,0,3,6,710,0,1918,0,98106,47.5224,-122.357,2015,2
13766,3,1.0,980,7228,1.5,0,0,3,7,980,0,1946,0,98133,47.7294,-122.353,2014,9
13768,5,2.5,2840,6010,2.0,0,0,3,8,2840,0,2003,0,98001,47.3161,-122.27,2015,5
13769,4,2.25,2300,7524,2.0,0,0,4,8,2300,0,1978,0,98023,47.313,-122.388,2014,9
13770,4,3.25,5370,20388,2.0,0,4,4,11,5370,0,1990,0,98198,47.405,-122.331,2014,9
13772,2,1.0,1010,7740,1.0,0,0,3,6,890,120,1924,0,98106,47.5323,-122.355,2014,10
13773,3,2.25,1420,6600,1.0,0,0,3,7,1160,260,1987,0,98028,47.77,-122.265,2015,2
13778,5,2.5,4340,9108,1.0,0,0,5,8,2170,2170,1979,0,98118,47.5384,-122.276,2015,1
13779,3,1.75,2100,9066,1.0,0,0,3,8,1440,660,1962,0,98188,47.4294,-122.292,2014,7
13781,6,3.0,3870,43787,2.0,0,0,3,8,2700,1170,1976,0,98077,47.7642,-122.098,2015,1
13783,4,1.0,1400,8684,1.5,0,0,3,7,1400,0,1957,0,98146,47.4887,-122.344,2015,1
13785,5,1.75,1880,16617,1.0,0,0,3,7,960,920,1963,0,98007,47.6003,-122.132,2015,4
13787,3,2.25,2910,15626,1.5,0,0,4,9,2510,400,1923,0,98199,47.6534,-122.412,2015,4
13788,3,1.75,1380,10529,1.0,0,0,3,7,1380,0,1967,0,98034,47.7119,-122.233,2015,4
13792,3,1.0,840,5525,1.0,0,0,5,6,840,0,1969,0,98042,47.3607,-122.085,2015,4
13793,3,2.5,2550,45254,2.0,0,0,3,9,2550,0,2001,0,98053,47.6498,-121.964,2014,6
13794,2,2.75,2820,11770,2.0,0,0,3,7,1630,1190,1947,0,98168,47.5102,-122.324,2015,4
13795,3,1.75,1710,4080,1.0,0,0,4,7,1130,580,1979,0,98136,47.5563,-122.392,2014,8
13797,4,2.25,2620,33578,2.0,0,0,3,7,2620,0,1977,0,98075,47.5921,-122.013,2014,10
13799,3,1.75,1560,7424,1.0,0,0,5,8,1560,0,1940,0,98117,47.6981,-122.374,2014,11
13801,3,2.5,1680,4584,2.0,0,0,3,7,1680,0,2003,0,98056,47.4794,-122.182,2014,9
13803,3,2.5,2390,8315,2.0,0,0,4,9,2390,0,1990,0,98074,47.6271,-122.028,2014,7
13804,3,1.0,1360,5840,1.0,0,0,4,5,1360,0,1953,0,98056,47.4945,-122.166,2015,5
13807,4,3.25,4160,35654,2.0,0,0,3,8,2760,1400,1973,0,98027,47.4683,-122.008,2014,6
13813,3,1.75,2300,12682,1.0,0,2,3,8,2300,0,1955,0,98028,47.7588,-122.27,2014,12
13816,3,1.0,960,3960,1.0,0,0,3,7,960,0,1943,0,98199,47.6465,-122.404,2014,10
13818,3,2.0,1560,5130,1.0,0,0,5,7,1150,410,1915,0,98103,47.6913,-122.333,2014,8
13843,1,1.0,2880,7560,1.0,0,0,3,7,1440,1440,1925,2014,98126,47.537,-122.375,2014,9
13845,3,1.0,1560,5225,1.5,0,0,3,7,1260,300,1927,0,98118,47.5554,-122.279,2014,10
13856,3,2.5,1880,6047,2.0,0,0,3,8,1880,0,1993,0,98038,47.3722,-122.044,2015,3
13862,4,2.5,2790,7956,2.0,0,0,3,9,2790,0,2005,0,98198,47.3681,-122.31,2014,5
13867,4,2.5,2770,9798,2.0,0,0,4,9,2770,0,1986,0,98027,47.562,-122.081,2015,4
13869,5,3.5,4180,17935,2.0,0,0,3,11,4180,0,2004,0,98004,47.5873,-122.202,2014,5
13871,3,2.5,1690,1553,2.5,0,0,3,8,1690,0,2007,0,98199,47.6443,-122.385,2014,6
13872,3,2.0,1990,65340,2.0,0,0,3,8,1990,0,1986,0,98027,47.4726,-121.99,2015,4
13874,3,2.25,2080,2050,1.5,0,0,3,7,1550,530,2003,0,98042,47.4199,-122.157,2014,7
13885,3,1.75,1520,8100,1.0,0,0,5,6,760,760,1945,0,98117,47.6966,-122.375,2015,3
13886,3,2.0,2690,435600,2.0,0,0,3,8,2690,0,1992,0,98070,47.3477,-122.519,2014,12
13897,3,1.0,940,7980,1.0,0,0,3,6,940,0,1961,0,98146,47.5107,-122.345,2014,11
13903,3,2.5,2080,2625,2.0,0,0,3,8,2080,0,2006,0,98029,47.5469,-121.997,2015,4
13918,2,1.0,880,4558,1.0,0,0,3,7,880,0,1951,0,98115,47.6803,-122.287,2014,9
13919,4,2.25,1790,13200,1.0,0,0,3,7,1220,570,1979,0,98058,47.4672,-122.185,2015,3
13934,3,2.5,2580,4636,2.0,0,0,3,9,2580,0,2006,0,98074,47.6201,-122.025,2014,8
13935,2,2.5,1470,2034,2.0,0,0,4,8,1470,0,1985,0,98007,47.6213,-122.153,2014,8
13936,3,1.0,2298,10140,1.0,0,0,3,7,2298,0,1969,0,98052,47.6909,-122.083,2015,1
13942,3,2.5,3090,20785,2.0,0,0,4,10,3090,0,1991,0,98075,47.5602,-122.03,2014,12
13943,4,1.75,1780,5000,1.0,0,0,5,7,890,890,1903,0,98108,47.5329,-122.292,2014,10
13944,2,1.0,1420,81892,1.0,0,0,3,7,1180,240,1956,0,98055,47.4342,-122.195,2014,5
13947,4,2.25,2190,3850,2.0,0,0,3,7,2190,0,2006,0,98059,47.4854,-122.16,2014,12
13954,6,2.75,2730,5000,1.0,0,0,3,8,1780,950,1962,0,98107,47.6751,-122.38,2015,1
13956,5,3.25,4290,7019,2.5,0,0,4,10,3590,700,1927,0,98112,47.6439,-122.302,2014,11
13958,3,2.25,1920,10961,2.0,0,0,3,8,1920,0,1981,0,98074,47.6432,-122.057,2014,7
13968,2,1.0,700,6000,1.0,0,0,4,6,700,0,1949,0,98155,47.7515,-122.316,2014,5
13977,3,2.5,1960,9535,2.0,0,0,3,8,1960,0,1989,0,98011,47.7371,-122.215,2015,5
13991,3,1.0,1060,9663,1.0,0,0,3,7,1060,0,1967,0,98034,47.7244,-122.226,2014,7
13992,2,1.0,790,5985,1.0,0,0,3,6,790,0,1944,0,98178,47.4941,-122.24,2014,9
13999,3,2.5,2070,3599,2.0,0,0,3,8,2070,0,1999,0,98033,47.6679,-122.165,2014,8
14014,3,1.0,1060,9946,1.0,0,0,4,7,1060,0,1956,0,98188,47.4432,-122.282,2014,6
14016,3,1.0,1160,8636,1.0,0,0,3,6,1160,0,1923,0,98146,47.5097,-122.357,2014,9
14018,2,2.0,1590,8000,1.0,0,0,3,7,910,680,1984,0,98055,47.459,-122.205,2015,3
14019,2,1.0,1170,6543,1.0,0,0,3,7,1170,0,1913,0,98136,47.537,-122.385,2014,7
14026,3,1.0,1430,12420,1.0,0,0,3,7,1430,0,1964,0,98056,47.5116,-122.191,2015,3
14028,3,1.75,1400,10018,1.0,0,0,4,7,1400,0,1962,0,98027,47.5327,-122.032,2014,8
14029,3,1.5,1510,344124,1.0,0,2,4,7,1510,0,1964,0,98022,47.2156,-122.029,2014,7
14031,3,1.0,920,6612,1.0,0,0,3,6,920,0,1948,0,98118,47.548,-122.284,2014,7
14045,2,2.25,930,747,2.0,0,0,3,8,630,300,2007,0,98144,47.5844,-122.316,2014,6
14055,1,1.0,680,6600,1.0,0,0,3,5,480,200,1916,0,98199,47.6567,-122.392,2015,4
14056,2,1.0,780,4132,1.0,0,0,3,7,780,0,1942,0,98136,47.5324,-122.387,2014,9
14057,3,2.25,2430,7614,1.5,0,0,3,8,1900,530,1979,0,98056,47.5065,-122.191,2014,8
14058,3,1.5,1750,32500,1.0,0,0,4,7,1750,0,1966,0,98027,47.5316,-121.959,2014,7
14059,3,1.0,1610,5100,1.5,0,0,5,7,1010,600,1901,0,98117,47.6765,-122.386,2014,7
14060,4,1.75,2120,7620,2.0,0,0,3,8,2120,0,1971,2002,98166,47.457,-122.346,2014,11
14069,3,1.0,980,7606,1.0,0,0,3,7,980,0,1954,0,98188,47.4356,-122.29,2014,12
14070,5,3.0,2230,4400,2.0,0,0,3,7,1730,500,1913,0,98102,47.6404,-122.325,2015,4
14072,3,1.0,980,7296,1.0,0,0,3,7,980,0,1967,0,98034,47.7292,-122.231,2014,8
14079,4,2.25,1600,7916,2.0,0,0,3,7,1600,0,1991,0,98022,47.194,-121.981,2015,4
14086,4,2.25,2180,11056,1.0,0,0,3,8,1370,810,1963,0,98004,47.6042,-122.193,2014,11
14096,6,2.5,3560,6480,2.5,0,0,4,11,3560,0,1914,0,98112,47.627,-122.304,2014,5
14097,3,1.75,1140,3395,1.0,0,0,5,7,620,520,1925,0,98107,47.6712,-122.393,2014,9
14101,3,1.0,910,8700,1.0,0,0,4,6,910,0,1943,0,98188,47.449,-122.29,2014,7
14102,4,3.25,2050,5000,2.0,0,0,4,8,1370,680,1987,0,98112,47.6235,-122.298,2014,6
14108,2,1.0,920,7716,1.0,0,0,3,6,920,0,1944,0,98178,47.5028,-122.243,2014,9
14109,3,2.0,1410,7265,1.0,0,0,4,7,1410,0,1983,0,98042,47.3654,-122.076,2015,1
14121,3,2.5,2120,3600,2.0,0,0,3,9,2120,0,2005,0,98052,47.6649,-122.082,2015,4
14123,3,2.5,2130,219978,2.0,0,0,3,8,2130,0,1986,0,98077,47.7754,-122.032,2014,12
14130,2,1.0,1010,4000,1.0,0,0,3,6,1010,0,1911,0,98118,47.5536,-122.267,2014,9
14131,4,2.0,2050,8750,1.0,0,0,3,7,1300,750,1967,0,98058,47.4324,-122.171,2014,9
14136,4,2.5,3030,6813,2.0,0,0,3,9,3030,0,1987,0,98074,47.6296,-122.029,2014,11
14140,2,2.0,1520,1020,3.0,0,0,3,7,1520,0,1999,0,98133,47.7292,-122.343,2014,8
14143,4,2.0,2230,5000,1.5,0,0,4,7,1510,720,1922,0,98144,47.5772,-122.292,2014,11
14148,4,2.5,2390,8432,2.0,0,0,3,9,2390,0,1998,0,98074,47.6027,-122.024,2014,9
14158,5,1.5,1310,4800,1.5,0,0,3,6,1110,200,1929,0,98106,47.5545,-122.365,2014,10
14161,5,2.75,2860,6000,2.5,0,0,4,8,2380,480,1902,0,98144,47.5906,-122.316,2014,9
14167,4,1.75,1660,3800,1.5,0,0,3,7,1660,0,1926,0,98115,47.6883,-122.314,2014,6
14169,4,2.5,2620,5457,2.0,0,0,3,8,2620,0,2003,0,98001,47.3148,-122.27,2014,10
14172,3,2.25,1650,7313,1.0,0,0,3,7,1220,430,1975,0,98011,47.7375,-122.194,2014,8
14173,3,2.5,1800,3980,2.0,0,0,3,7,1800,0,2006,0,98042,47.4006,-122.162,2015,2
14174,3,1.0,1480,4200,1.5,0,0,3,7,1480,0,1925,0,98122,47.6147,-122.298,2014,10
14175,3,1.0,1040,6250,1.0,0,0,3,7,1040,0,1942,0,98136,47.5526,-122.385,2014,5
14176,3,3.5,2300,5611,1.0,0,0,3,8,2300,0,2004,0,98053,47.7122,-122.026,2014,6
14183,2,1.0,680,5250,1.0,0,0,4,6,680,0,1922,0,98177,47.7013,-122.359,2014,12
14186,1,2.5,1980,7521,1.0,0,0,4,7,1180,800,1979,0,98055,47.4343,-122.192,2015,4
14189,2,1.75,1780,4520,1.0,0,0,5,7,890,890,1925,0,98116,47.5798,-122.404,2014,8
14190,2,1.0,1210,8400,1.0,0,0,3,8,780,430,2000,0,98199,47.6503,-122.393,2014,11
14193,4,2.25,2770,5320,2.0,0,1,3,9,2440,330,2013,0,98136,47.5283,-122.385,2015,4
14202,3,2.5,1580,7000,2.0,0,0,3,8,1580,0,1992,0,98030,47.3659,-122.17,2014,7
14204,4,2.5,2910,6338,2.0,0,0,3,8,2910,0,2008,0,98059,47.4804,-122.126,2014,5
14210,3,2.5,2160,7525,2.0,0,0,3,9,2160,0,1986,0,98052,47.6608,-122.145,2014,8
14211,4,2.25,2190,6906,1.0,0,0,4,7,1040,1150,1977,0,98023,47.319,-122.373,2015,4
14216,5,2.25,1950,8025,1.0,0,2,3,7,1150,800,1960,0,98008,47.6159,-122.114,2014,9
14218,3,1.5,1400,9087,1.0,0,0,3,7,1400,0,1954,0,98133,47.7711,-122.34,2015,1
14222,3,1.0,1440,2618,1.5,0,0,4,7,1440,0,1906,0,98103,47.6582,-122.336,2015,4
14224,4,0.75,1440,13300,1.0,0,0,3,6,1440,0,1948,0,98166,47.4761,-122.337,2014,6
14230,5,2.5,2800,11325,1.0,0,0,4,8,1400,1400,1970,0,98005,47.6166,-122.172,2014,11
14236,4,2.5,2900,5505,2.0,0,0,3,8,2900,0,2002,0,98074,47.6063,-122.02,2014,7
14239,3,2.5,1850,17808,1.0,0,0,4,8,1210,640,1982,0,98032,47.3631,-122.271,2014,8
14259,3,1.75,1330,7848,1.0,0,0,3,8,1330,0,1978,0,98058,47.4463,-122.127,2015,4
14261,4,2.0,2050,4000,1.5,0,0,5,7,1210,840,1941,0,98144,47.5799,-122.306,2014,5
14262,4,2.0,3140,10437,1.0,0,0,4,8,2040,1100,1959,0,98040,47.5786,-122.229,2014,6
14265,3,1.0,1010,12705,1.0,0,0,4,7,1010,0,1959,0,98003,47.3348,-122.303,2014,12
14269,3,1.75,1690,5080,1.0,0,0,3,7,1190,500,1976,0,98106,47.5312,-122.348,2014,11
14270,3,2.0,2140,26600,1.0,0,0,4,7,2140,0,1983,0,98031,47.4066,-122.169,2014,9
14273,3,1.75,1650,8400,1.0,0,0,3,8,1470,180,1959,0,98040,47.5766,-122.236,2014,9
14276,3,2.25,2600,15000,2.0,0,0,3,9,2600,0,1978,0,98038,47.3719,-122.056,2015,3
14277,3,2.5,1930,5790,2.0,0,0,4,7,1930,0,1988,0,98011,47.7733,-122.17,2015,5
14283,3,1.0,840,8400,1.0,0,0,3,6,840,0,1959,0,98023,47.3277,-122.343,2014,9
14286,6,3.0,3420,22421,1.0,0,0,5,9,2270,1150,1948,0,98006,47.5508,-122.189,2014,8
14287,3,2.75,1930,2960,1.5,0,0,5,7,1490,440,1929,0,98105,47.6659,-122.287,2014,10
14288,4,2.5,2180,10140,1.0,0,0,4,7,1180,1000,1968,0,98052,47.6822,-122.111,2014,7
14292,2,1.75,1610,6300,1.0,0,0,3,7,1010,600,1941,0,98108,47.554,-122.304,2014,6
14294,3,2.5,2590,18980,1.0,0,0,4,10,2590,0,1976,0,98042,47.3839,-122.153,2014,6
14304,2,2.0,1080,5000,1.0,0,0,5,6,1080,0,1923,0,98117,47.6826,-122.394,2015,3
14312,4,1.75,1550,7350,1.5,0,0,4,8,1550,0,1958,0,98040,47.5795,-122.235,2014,9
14314,4,2.5,2610,5240,2.0,0,0,3,8,2610,0,2004,0,98038,47.345,-122.042,2014,7
14316,3,1.5,1280,5547,2.0,0,0,4,6,1280,0,1985,0,98002,47.3344,-122.215,2014,7
14318,2,1.5,1220,8409,1.0,0,0,4,6,1220,0,1948,0,98155,47.7534,-122.324,2014,12
14322,5,1.75,2080,217800,1.0,0,0,5,7,2080,0,1963,0,98070,47.3884,-122.404,2014,11
14323,2,1.75,1560,4141,1.0,0,0,4,7,880,680,1942,0,98117,47.6863,-122.382,2015,2
14325,2,1.0,870,5689,1.0,0,0,4,7,870,0,1948,0,98103,47.6988,-122.351,2015,2
14328,3,1.0,1410,9656,1.0,0,0,3,7,960,450,1953,0,98004,47.6354,-122.208,2015,3
14329,4,2.25,2180,8000,1.0,0,0,4,9,1630,550,1975,0,98023,47.317,-122.378,2014,12
14330,4,2.5,2620,8960,1.0,0,0,5,7,1520,1100,1955,0,98133,47.7642,-122.335,2014,11
14332,4,2.5,3250,4650,2.0,0,0,3,8,3250,0,2007,0,98031,47.4004,-122.203,2015,3
14334,4,2.75,2780,6978,2.0,0,0,3,8,2780,0,2001,0,98053,47.6881,-122.04,2014,10
14336,5,2.5,2810,14207,1.0,0,3,3,9,1540,1270,1979,0,98008,47.5742,-122.11,2015,4
14338,3,1.0,1100,10125,1.0,0,0,3,7,1100,0,1969,0,98042,47.367,-122.107,2014,5
14342,4,1.75,1990,4725,1.5,0,0,4,7,1190,800,1944,0,98126,47.5275,-122.38,2014,5
14347,4,1.0,1730,36356,1.5,0,0,4,6,1730,0,1954,0,98031,47.4135,-122.199,2014,9
14351,3,1.0,1190,8450,1.0,0,0,5,6,1190,0,1961,0,98059,47.4807,-122.157,2015,2
14354,4,2.5,2920,32219,2.0,0,0,5,10,2920,0,1995,0,98077,47.7439,-122.041,2014,7
14355,2,1.75,1590,5136,1.5,0,3,3,9,1320,270,1927,0,98199,47.6424,-122.411,2014,6
14358,3,1.0,1610,11250,1.0,0,0,3,7,1090,520,1975,0,98028,47.7391,-122.256,2014,7
14363,3,1.75,2080,12714,2.0,0,0,4,8,1540,540,1984,0,98052,47.7056,-122.162,2015,4
14369,3,2.5,2400,6975,2.0,0,0,3,9,2400,0,1993,0,98056,47.534,-122.179,2014,6
14381,2,1.0,1500,4120,1.5,0,0,3,5,880,620,1928,0,98055,47.4857,-122.2,2014,5
14384,4,1.75,2340,17541,1.0,0,0,4,7,1360,980,1956,0,98028,47.745,-122.229,2015,2
14385,3,2.0,3570,30456,1.0,0,1,3,8,2070,1500,1946,1982,98039,47.6413,-122.24,2014,8
14392,3,1.75,1610,6205,1.0,0,0,4,7,1210,400,1979,0,98023,47.3004,-122.383,2015,4
14402,5,3.5,2810,2700,2.0,0,0,5,9,1900,910,1910,0,98117,47.6799,-122.363,2014,10
14411,2,1.5,1300,2970,1.0,0,0,3,7,990,310,1903,0,98102,47.6233,-122.319,2014,9
14412,4,2.5,3090,10730,2.0,0,0,5,8,2420,670,1985,0,98006,47.5458,-122.141,2014,7
14416,3,2.5,1830,8133,1.0,0,0,3,8,1390,440,1996,0,98028,47.7478,-122.247,2015,4
14417,3,2.5,1610,10292,1.0,0,0,4,7,1190,420,1969,0,98056,47.5349,-122.174,2014,10
14422,3,2.5,1940,37565,1.0,0,0,4,8,1940,0,1987,0,98027,47.4801,-122.063,2014,5
14426,3,1.0,800,3060,1.5,0,0,4,6,800,0,1903,0,98117,47.6769,-122.389,2015,4
14429,3,2.25,2010,7447,2.0,0,0,3,8,2010,0,1985,0,98028,47.747,-122.248,2014,9
14430,4,1.0,1430,4080,1.5,0,0,3,7,1430,0,1924,0,98105,47.6696,-122.324,2015,3
14447,3,2.5,2040,15463,1.0,0,0,3,8,1340,700,1968,0,98003,47.3334,-122.322,2014,9
14448,3,2.5,1670,6666,2.0,0,0,4,7,1670,0,1992,0,98038,47.3488,-122.033,2014,8
14452,3,1.75,1510,8385,1.0,0,0,3,7,1510,0,1968,0,98034,47.7279,-122.195,2014,12
14454,2,1.0,1000,5026,1.0,0,0,5,5,760,240,1915,0,98002,47.297,-122.225,2014,10
14455,5,1.5,2040,11772,1.0,0,0,4,7,1030,1010,1963,0,98056,47.5015,-122.166,2014,10
14456,4,2.5,3690,11191,1.0,0,3,4,10,2190,1500,1951,0,98199,47.6434,-122.412,2015,4
14458,3,1.5,1090,9605,1.0,0,0,4,6,1090,0,1969,0,98038,47.3609,-122.028,2014,11
14461,4,2.75,2150,16728,1.0,0,0,4,8,1240,910,1982,0,98033,47.6915,-122.183,2014,7
14462,3,1.5,2500,6000,1.5,0,0,5,7,1730,770,1941,1984,98106,47.5297,-122.354,2014,8
14463,5,2.0,3530,9385,1.5,0,0,3,9,3530,0,1925,0,98144,47.5774,-122.285,2014,6
14478,3,1.0,1350,9450,1.0,0,0,3,7,1350,0,1979,0,98034,47.7186,-122.236,2015,3
14480,3,1.0,1350,165092,1.0,0,3,5,6,1350,0,1925,0,98022,47.2217,-122.063,2015,3
14489,2,2.25,1570,1269,2.0,0,0,3,9,1280,290,2015,0,98199,47.6514,-122.385,2014,8
14490,4,1.75,1510,5500,1.5,0,0,3,7,1510,0,1920,0,98106,47.535,-122.359,2014,10
14494,3,1.75,1590,7810,1.0,0,0,4,7,1590,0,1959,0,98002,47.2932,-122.22,2015,3
14500,2,2.25,1860,2670,2.0,0,0,4,8,1860,0,1986,0,98006,47.5436,-122.187,2014,12
14508,3,2.0,1410,7566,1.0,0,0,3,7,1410,0,1985,0,98030,47.3674,-122.182,2014,5
14510,3,2.5,2150,25705,1.5,0,0,3,6,2150,0,1980,2009,98058,47.4514,-122.089,2015,3
14512,2,1.0,820,5040,1.0,0,0,3,7,820,0,1953,0,98199,47.6498,-122.388,2014,8
14514,4,2.5,1960,7875,1.0,0,0,3,7,1220,740,1978,0,98001,47.3427,-122.274,2014,9
14516,3,2.0,1710,5200,1.0,0,0,5,7,1030,680,1977,0,98042,47.3651,-122.094,2014,8
14520,4,1.0,1300,6075,1.0,0,0,5,7,1300,0,1954,0,98133,47.773,-122.349,2015,5
14522,2,1.75,870,4000,1.0,0,0,3,6,870,0,1941,0,98126,47.5657,-122.376,2015,3
14531,3,2.5,2900,23550,1.0,0,0,3,10,1490,1410,1987,0,98006,47.5708,-122.153,2014,9
14540,3,1.75,1900,3783,1.5,0,0,5,7,1110,790,1927,0,98144,47.5742,-122.315,2014,9
14559,4,2.5,3290,11446,2.0,0,0,3,8,3290,0,1992,0,98028,47.7399,-122.234,2014,5
14562,3,1.0,1110,6060,1.0,0,0,3,6,1110,0,1949,0,98166,47.4705,-122.352,2015,2
14564,4,2.5,2280,7200,2.0,0,0,3,8,2280,0,1994,0,98030,47.3829,-122.207,2014,5
14565,5,3.25,3800,15500,1.0,0,0,3,7,2490,1310,1965,0,98032,47.3862,-122.28,2015,3
14568,3,1.0,1000,3844,1.0,0,0,5,7,900,100,1928,0,98133,47.7031,-122.349,2014,8
14569,3,1.0,1400,5100,1.5,0,0,3,7,1400,0,1900,0,98103,47.6677,-122.333,2015,4
14570,4,1.75,1540,5120,1.0,0,0,5,6,770,770,1943,0,98126,47.5359,-122.372,2014,6
14571,4,3.0,3570,10273,1.5,0,3,3,9,2630,940,1935,2007,98074,47.6394,-122.077,2015,4
14575,3,1.0,1010,7690,1.0,0,0,4,6,1010,0,1958,0,98058,47.4501,-122.176,2015,5
14584,3,1.0,1410,5000,1.0,0,0,3,6,980,430,1925,0,98116,47.5769,-122.397,2015,4
14586,2,1.5,1180,834,3.0,0,0,3,8,1180,0,2009,0,98133,47.7074,-122.356,2015,4
14587,3,1.0,1040,16986,1.0,0,0,4,7,1040,0,1968,0,98059,47.4812,-122.097,2014,5
14592,4,1.75,2320,7500,1.0,0,0,3,7,1220,1100,1955,0,98133,47.7574,-122.343,2015,3
14602,3,2.5,3170,7187,2.0,0,0,3,9,3170,0,2005,0,98033,47.6934,-122.166,2014,11
14605,4,3.0,2460,10401,1.0,0,0,5,7,1700,760,1947,0,98125,47.7106,-122.285,2015,3
14606,3,2.0,1470,10125,1.0,0,0,4,7,1470,0,1962,0,98011,47.7751,-122.222,2014,11
14609,3,1.5,1630,2946,1.5,0,0,4,8,1630,0,1932,0,98115,47.6865,-122.31,2014,10
14622,4,3.0,2110,5000,1.5,0,2,4,7,1640,470,1930,0,98136,47.5195,-122.391,2014,5
14627,3,2.0,1170,5450,1.0,0,0,5,6,1170,0,1902,0,98118,47.5276,-122.273,2014,7
14631,2,1.75,1680,8367,1.0,0,0,3,6,840,840,1914,0,98115,47.6976,-122.288,2015,3
14634,5,1.75,2020,6565,1.0,0,0,3,8,1120,900,1956,0,98115,47.6821,-122.283,2014,10
14640,3,1.0,1010,10215,1.0,0,0,3,6,1010,0,1955,0,98146,47.4872,-122.345,2014,8
14643,4,1.5,2080,4400,1.5,0,0,3,7,2080,0,1925,0,98122,47.606,-122.299,2014,10
14646,3,2.0,1340,7200,1.5,0,0,4,7,1340,0,1923,0,98118,47.5601,-122.265,2014,7
14647,5,3.5,3680,8680,2.0,0,0,3,9,3680,0,2003,0,98033,47.6575,-122.197,2015,4
14650,4,3.0,2530,5625,1.0,0,0,3,8,1470,1060,1976,0,98034,47.7094,-122.233,2014,7
14657,3,2.25,1990,6256,1.0,0,0,3,7,1390,600,1960,0,98033,47.6903,-122.206,2015,4
14659,3,2.5,1740,2350,2.0,0,0,3,8,1120,620,1996,0,98112,47.6206,-122.297,2014,9
14665,3,1.0,870,5200,1.0,0,0,5,6,870,0,1969,0,98042,47.3695,-122.081,2015,3
14668,3,1.0,1580,3840,2.0,0,0,3,8,1580,0,1908,0,98102,47.6192,-122.319,2014,6
14674,5,2.25,3210,61419,1.5,0,0,3,8,3210,0,1979,0,98077,47.7632,-122.09,2014,9
14675,3,1.0,1190,85226,1.5,0,0,5,5,1190,0,1935,0,98070,47.365,-122.462,2015,4
14676,3,1.0,960,9748,1.0,0,0,3,5,960,0,1922,0,98065,47.5259,-121.815,2014,12
14679,3,1.75,1290,8250,1.0,0,0,3,7,1290,0,1983,0,98001,47.3353,-122.27,2014,11
14683,3,1.0,950,10723,1.0,0,0,4,6,950,0,1959,0,98059,47.4899,-122.133,2015,4
14687,3,2.0,1410,10625,1.0,0,0,3,7,1410,0,1980,0,98042,47.3649,-122.117,2014,10
14690,3,2.5,4040,8653,2.0,0,0,3,9,2900,1140,2006,0,98019,47.7378,-121.975,2014,12
14696,3,1.0,960,8855,1.0,0,0,4,7,960,0,1958,0,98155,47.7689,-122.328,2014,6
14700,4,3.5,4320,8490,2.0,0,0,3,10,3280,1040,2005,0,98029,47.5568,-122.029,2014,10
14701,3,1.0,2130,3825,1.5,0,0,3,7,2130,0,1917,0,98118,47.5506,-122.281,2014,9
14702,2,1.75,2870,102366,2.0,0,2,4,8,1770,1100,1994,0,98027,47.4847,-122.0,2014,9
14706,6,2.0,2800,29985,1.0,0,0,5,7,1400,1400,1954,0,98058,47.4398,-122.08,2014,12
14709,3,2.25,2090,15000,1.0,0,0,3,7,2090,0,1961,0,98045,47.4885,-121.783,2014,7
14710,3,2.25,1690,7292,1.0,0,0,3,7,1250,440,1985,0,98003,47.2639,-122.303,2015,4
14711,3,1.5,1470,17577,1.0,0,0,5,7,1470,0,1967,0,98059,47.4695,-122.116,2015,4
14712,4,1.0,1460,6000,1.0,0,0,4,7,730,730,1941,0,98178,47.4952,-122.224,2014,7
14716,4,3.75,3560,13959,2.0,0,0,4,9,3560,0,1972,0,98040,47.5575,-122.211,2015,4
14720,4,3.5,4420,7902,2.0,0,0,3,10,3350,1070,2004,0,98065,47.5327,-121.86,2014,10
14725,3,1.75,1640,6435,1.0,0,0,3,7,1190,450,1972,0,98034,47.7197,-122.217,2014,11
14726,2,1.0,770,5185,1.0,0,0,3,7,770,0,1947,0,98126,47.5459,-122.379,2015,4
14734,5,2.25,3320,11350,1.0,0,0,5,8,1660,1660,1963,0,98040,47.5749,-122.213,2014,12
